,date,nw_incumbent,ew_incumbent,nw_challenger,ew_challenger
87,2024-10-16,49.45593745850485,47.907983193277296,47.45465270216439,48.52252100840336
88,2024-10-17,49.45347671994898,48.10875,47.420257951250306,48.304
89,2024-10-18,49.3835280660445,47.98565573770491,47.308366380010774,48.101475409836084
90,2024-10-19,49.40540046666323,48.17415254237287,47.3710545686588,48.15067796610171
91,2024-10-20,49.441073615758576,48.33508064516129,47.30785712481849,47.885322580645166
92,2024-10-21,49.38546172671231,48.24809160305343,47.39509711595057,48.08549618320609
93,2024-10-22,49.48369632056683,48.3206106870229,47.28448654056188,48.06030534351144
94,2024-10-23,49.51219706556421,48.44590163934426,47.3414709791759,48.10737704918032
95,2024-10-24,49.56824533888696,48.562400000000004,47.36759564185531,48.0968
96,2024-10-25,49.41730879126956,48.297183098591546,47.3538269397386,47.96408450704226
97,2024-10-26,48.701609533267124,48.25575221238938,47.05709791459782,47.72743362831858
98,2024-10-27,48.85355869293476,48.43070175438597,47.137757191389504,47.63333333333333
99,2024-10-28,49.05354287396573,48.681651376146796,46.98774288016363,47.300917431192666
100,2024-10-29,49.73255633792014,49.845000000000006,46.250037584180895,46.11900000000001
101,2024-10-30,49.444295650926826,49.824731182795695,46.76878114804059,46.41397849462365
102,2024-10-31,49.21480180986944,49.45428571428571,46.938148654380925,46.94428571428572
103,2024-11-01,49.579124549911064,49.93656249999999,46.589449481584325,46.6053125
104,2024-11-02,49.61114530503719,49.509565217391305,46.65881875030775,47.03565217391304
105,2024-11-03,48.05009381789452,48.26260869565218,47.728120679439066,47.78
